1433      0.035
1407 2      0.049       0.004 Assignment maxsolar (14)
1548 6      0.542       0.021 Solve Fini schedule (127825)
1418 7      0.051       0.004 Loop       
1548 4      0.219       0.021 GAMS Fini   
1496 5      0.132       0.017 Equation   Const1 (13800)
1417 8      0.402       0.004 Loop       
1494 3      0.222       0.009 Equation   Objective (1)
1502 1      0.072       0.021 Equation   Const_chance_1 (14400)
1418 9      0.045       0.004 Loop       
1422 10      0.040       0.004 Assignment dummy (600)
