 ,value
scen586,0
scen477,0
scen176,0
scen126,0
scen538,0
scen123,0
scen90,0
scen33,0
scen319,0
scen347,0
scen573,0
scen226,0
scen563,0
scen588,0
scen589,0
scen499,0
scen272,0
scen342,0
scen544,0
scen492,0
scen372,0
scen528,0
scen440,0
scen283,0
scen98,0
scen251,0
scen362,0
scen336,0
scen415,0
scen100,0
scen382,0
scen507,0
scen541,0
scen221,0
scen231,0
scen598,0
scen363,0
scen92,0
scen435,0
scen365,0
