1737      0.005
1202 10      0.020       0.017 Equation   Const_chance_1 (10800)
1260 2      0.068       0.017 Solve Fini schedule (95875)
1118 4      0.006       0.004 Loop       
1194 8      0.043       0.008 Equation   Objective (1)
1118 7      0.007       0.004 Loop       
1118 1      0.006       0.004 Loop       
1196 5      0.023       0.013 Equation   Const1 (10350)
1260 3      0.031       0.017 GAMS Fini   
1118 6      0.006       0.004 Loop       
1117 9      0.089       0.004 Loop       
