"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic"
900.00000,0.01000,1.00000,2.00000,1.00000,0.00000,0.05027,252.39884,244.17348,-0.03369,4368.00000,4226.00000,0.83623,244.17348
900.00000,0.01000,2.00000,2.00000,0.00000,0.03822,0.05027,252.39884,253.50674,0.00437,4368.00000,4223.00000,1.38956,244.17348
900.00000,0.01000,3.00000,2.00000,0.00000,0.02479,0.05027,252.39884,250.22719,-0.00868,4368.00000,4226.00000,0.76723,244.17348
900.00000,0.01000,4.00000,2.00000,0.00000,0.02461,0.05027,252.39884,250.18219,-0.00886,4368.00000,4223.00000,0.78441,244.17348
900.00000,0.01000,5.00000,2.00000,0.00000,0.03822,0.05027,252.39884,253.50674,0.00437,4368.00000,2974.00000,3.47289,244.17348
900.00000,0.01000,6.00000,3.00000,0.00000,0.03822,0.05027,252.39884,253.50674,0.00437,4368.00000,2474.00000,0.28492,244.17348
