585      0.003
1407 9      0.004       0.004 Assignment maxsolar (14)
1377 4      0.004       0.004 Assignment Solar (8049)
1375 6      0.004       0.004 Assignment Solar (8049)
1560 10      0.174       0.021 GAMS Fini   
1502 8      0.026       0.021 Equation   Const_chance_1 (14400)
1494 5      0.059       0.009 Equation   Objective (1)
1418 3      0.003       0.004 Loop       
1496 2      0.031       0.017 Equation   Const1 (13800)
1560 1      1.038       0.021 Solve Fini schedule (127824)
1417 7      0.042       0.004 Loop       
