1449      0.007
1418 10      0.007       0.004 Loop       
1417 2      0.106       0.004 Loop       
1418 8      0.007       0.004 Loop       
1418 6      0.007       0.004 Loop       
1502 7      0.023       0.021 Equation   Const_chance_1 (14400)
1494 5      0.056       0.009 Equation   Objective (1)
1496 3      0.031       0.017 Equation   Const1 (13800)
1559 1      0.056       0.021 GAMS Fini   
1418 4      0.007       0.004 Loop       
1559 9      0.153       0.021 Solve Fini schedule (127825)
