585      0.003
1559 1      0.174       0.021 Solve Fini schedule (127825)
1377 3      0.004       0.004 Assignment Solar (8062)
1559 6      0.066       0.021 GAMS Fini   
1502 5      0.014       0.021 Equation   Const_chance_1 (14400)
1417 9      0.042       0.004 Loop       
1494 4      0.060       0.009 Equation   Objective (1)
1429 2      0.003       0.005 Assignment BigM (14400)
1418 10      0.003       0.004 Loop       
1496 7      0.032       0.017 Equation   Const1 (13800)
1418 8      0.003       0.004 Loop       
