1433      0.040
1418 10      0.045       0.004 Loop       
1418 3      0.042       0.004 Loop       
1417 4      0.514       0.004 Loop       
1494 9      0.250       0.009 Equation   Objective (1)
1418 6      0.043       0.004 Loop       
1496 8      0.109       0.017 Equation   Const1 (13800)
1418 1      0.043       0.004 Loop       
1502 7      0.049       0.021 Equation   Const_chance_1 (14400)
1548 5      0.231       0.021 GAMS Fini   
1548 2      0.518       0.021 Solve Fini schedule (127825)
