569      0.024
1424 2      0.044       0.004 Assignment dummysolar (8310)
1548 4      0.235       0.021 Solve Fini schedule (127825)
1417 3      0.136       0.004 Loop       
1494 6      0.205       0.009 Equation   Objective (1)
1502 8      0.094       0.021 Equation   Const_chance_1 (14400)
1496 5      0.103       0.017 Equation   Const1 (13800)
1418 9      0.026       0.004 Loop       
1548 1      0.099       0.021 GAMS Fini   
1418 10      0.045       0.004 Loop       
1429 7      0.028       0.005 Assignment BigM (14400)
