"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic"
100.00000,0.01000,1.00000,10.00000,0.00000,0.00616,0.00000,278.53877,280.25590,0.00613,22.00000,242.00000,5.32282,278.53877
100.00000,0.01000,2.00000,10.00000,0.00000,0.00126,0.00000,278.53877,278.89090,0.00126,22.00000,169.00000,2.59403,278.53877
100.00000,0.01000,3.00000,10.00000,0.00000,0.00651,0.00000,278.53877,280.35280,0.00647,22.00000,199.00000,5.43242,278.53877
100.00000,0.01000,4.00000,10.00000,0.00000,0.00657,0.00000,278.53877,280.36738,0.00652,22.00000,211.00000,5.44772,278.53877
100.00000,0.01000,5.00000,10.00000,0.00000,0.00665,0.00000,278.53877,280.39090,0.00661,22.00000,87.00000,0.11691,278.53877
100.00000,0.01000,6.00000,4.00000,2.00000,0.00000,0.00000,278.53877,278.53877,0.00000,22.00000,107.00000,3.55649,278.53877
