209      0.001
422 6      0.001       0.004 Assignment dummy (100)
377 5      0.001       0.004 Assignment Solar (1350)
418 10      0.001       0.004 Loop       
420 9      0.001       0.004 Assignment minsolar (0)
548 8      0.175       0.007 GAMS Fini   
548 7      0.540       0.007 Solve Fini schedule (21325)
502 2      0.003       0.007 Equation   Const_chance_1 (2400)
496 1      0.003       0.006 Equation   Const1 (2300)
417 3      0.004       0.004 Loop       
494 4      0.008       0.004 Equation   Objective (1)
