1433      0.046
1417 4      0.541       0.004 Loop       
1418 1      0.054       0.004 Loop       
1424 5      0.056       0.004 Assignment dummysolar (8400)
1548 7      0.553       0.021 Solve Fini schedule (127825)
1494 9      0.228       0.009 Equation   Objective (1)
1418 8      0.060       0.004 Loop       
1548 6      0.220       0.021 GAMS Fini   
1502 3      0.062       0.021 Equation   Const_chance_1 (14400)
1496 2      0.076       0.017 Equation   Const1 (13800)
1418 10      0.046       0.004 Loop       
