585      0.003
1418 4      0.003       0.004 Loop       
1377 9      0.004       0.004 Assignment Solar (8064)
1375 7      0.003       0.004 Assignment Solar (8067)
1559 10      0.195       0.021 Solve Fini schedule (127825)
1429 6      0.003       0.005 Assignment BigM (14400)
1496 8      0.031       0.017 Equation   Const1 (13800)
1559 2      0.060       0.021 GAMS Fini   
1502 1      0.024       0.021 Equation   Const_chance_1 (14400)
1494 5      0.060       0.009 Equation   Objective (1)
1417 3      0.041       0.004 Loop       
