209      0.001
411 7      0.001       0.004 Assignment it (0)
377 5      0.001       0.004 Assignment Solar (1350)
418 10      0.001       0.004 Loop       
420 9      0.001       0.004 Assignment minsolar (12)
548 8      0.204       0.007 GAMS Fini   
417 6      0.002       0.004 Loop       
548 2      0.452       0.007 Solve Fini schedule (21325)
502 1      0.002       0.007 Equation   Const_chance_1 (2400)
496 3      0.003       0.006 Equation   Const1 (2300)
494 4      0.008       0.004 Equation   Objective (1)
