2313      0.033
1418 3      0.040       0.004 Loop       
1496 8      0.091       0.017 Equation   Const1 (13800)
1559 10      0.485       0.021 Solve Fini schedule (127825)
1559 4      0.141       0.021 GAMS Fini   
1502 2      0.059       0.021 Equation   Const_chance_1 (14400)
1420 5      0.034       0.004 Assignment minsolar (14)
1422 9      0.036       0.004 Assignment dummy (600)
1417 1      0.476       0.004 Loop       
1418 7      0.045       0.004 Loop       
1494 6      0.142       0.009 Equation   Objective (1)
