2313      0.033
1418 5      0.036       0.004 Loop       
1559 8      0.163       0.021 GAMS Fini   
1494 2      0.162       0.009 Equation   Objective (1)
1496 3      0.039       0.017 Equation   Const1 (13800)
1417 7      0.489       0.004 Loop       
1502 4      0.034       0.021 Equation   Const_chance_1 (14400)
1418 1      0.047       0.004 Loop       
1559 9      0.472       0.021 Solve Fini schedule (127825)
1424 10      0.036       0.004 Assignment dummysolar (8400)
1418 6      0.035       0.004 Loop       
