2313      0.033
1418 7      0.093       0.004 Loop       
1377 5      0.039       0.004 Assignment Solar (8074)
1418 4      0.081       0.004 Loop       
1559 10      0.186       0.021 GAMS Fini   
1559 1      0.490       0.021 Solve Fini schedule (127825)
1422 3      0.039       0.004 Assignment dummy (600)
1417 9      0.536       0.004 Loop       
1422 2      0.038       0.004 Assignment dummy (600)
1418 6      0.041       0.004 Loop       
1494 8      0.112       0.009 Equation   Objective (1)
