569      0.024
1422 8      0.071       0.004 Assignment dummy (1)
1496 7      0.071       0.017 Equation   Const1 (13800)
1418 6      0.073       0.004 Loop       
1548 5      0.061       0.021 GAMS Fini   
1502 3      0.128       0.021 Equation   Const_chance_1 (14400)
1548 2      0.162       0.021 Solve Fini schedule (127825)
1494 1      0.172       0.009 Equation   Objective (1)
1417 4      0.235       0.004 Loop       
1418 9      0.030       0.004 Loop       
1422 10      0.028       0.004 Assignment dummy (600)
