1433      0.046
1418 7      0.054       0.004 Loop       
1496 6      0.076       0.017 Equation   Const1 (13800)
1548 9      0.212       0.021 GAMS Fini   
1422 3      0.048       0.004 Assignment dummy (600)
1424 2      0.059       0.004 Assignment dummysolar (8074)
1548 10      0.539       0.021 Solve Fini schedule (127825)
1417 5      0.571       0.004 Loop       
1502 1      0.053       0.021 Equation   Const_chance_1 (14400)
1494 8      0.258       0.009 Equation   Objective (1)
1418 4      0.065       0.004 Loop       
