"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda"
900.00000,0.01000,1.00000,2.00000,0.00000,0.00431,0.00000,-274.47217,-276.87613,0.00429,998.00000,2573.00000,0.36381
900.00000,0.01000,2.00000,2.00000,0.00000,0.00419,0.00000,-274.47217,-276.84308,0.00417,998.00000,3168.00000,1.85631
900.00000,0.01000,3.00000,2.00000,0.00000,0.00551,0.00000,-274.47217,-277.20770,0.00548,998.00000,2413.00000,0.43581
900.00000,0.01000,4.00000,3.00000,0.00000,0.00527,0.00000,-274.47217,-277.14143,0.00524,998.00000,2988.00000,0.45243
900.00000,0.01000,5.00000,10.00000,0.00000,0.00725,0.00000,-274.47217,-277.68770,0.00720,998.00000,955.00000,0.01299
900.00000,0.01000,6.00000,4.00000,0.00000,0.00441,0.00000,-274.47217,-276.90544,0.00439,998.00000,3260.00000,1.51057
