1433      0.039
1548 9      0.228       0.021 GAMS Fini   
1417 2      0.519       0.004 Loop       
1496 1      0.056       0.017 Equation   Const1 (13800)
1494 4      0.194       0.009 Equation   Objective (1)
1418 3      0.041       0.004 Loop       
1418 6      0.049       0.004 Loop       
1420 8      0.044       0.004 Assignment minsolar (0)
1502 10      0.045       0.021 Equation   Const_chance_1 (14400)
1548 7      0.535       0.021 Solve Fini schedule (127825)
1418 5      0.044       0.004 Loop       
