569      0.003
1407 3      0.003       0.004 Assignment maxsolar (14)
1418 4      0.003       0.004 Loop       
1548 7      0.196       0.021 Solve Fini schedule (127824)
1548 9      0.086       0.021 GAMS Fini   
1496 5      0.024       0.017 Equation   Const1 (13800)
1429 10      0.003       0.005 Assignment BigM (14399)
1494 2      0.058       0.009 Equation   Objective (1)
1418 6      0.003       0.004 Loop       
1417 8      0.043       0.004 Loop       
1502 1      0.015       0.021 Equation   Const_chance_1 (14400)
