2297      0.036
1417 1      0.557       0.004 Loop       
1496 8      0.041       0.017 Equation   Const1 (13800)
1418 10      0.041       0.004 Loop       
1502 9      0.043       0.021 Equation   Const_chance_1 (14400)
1418 7      0.038       0.004 Loop       
1418 4      0.041       0.004 Loop       
1418 3      0.065       0.004 Loop       
1548 6      0.535       0.021 Solve Fini schedule (127825)
1494 2      0.172       0.009 Equation   Objective (1)
1548 5      0.212       0.021 GAMS Fini   
