585      0.002
1418 5      0.002       0.004 Loop       
1377 8      0.003       0.004 Assignment Solar (8049)
1494 3      0.055       0.009 Equation   Objective (1)
1496 9      0.031       0.017 Equation   Const1 (13800)
1559 4      0.184       0.021 Solve Fini schedule (127824)
1418 7      0.002       0.004 Loop       
1502 2      0.024       0.021 Equation   Const_chance_1 (14400)
1559 1      0.106       0.021 GAMS Fini   
1417 10      0.036       0.004 Loop       
1418 6      0.002       0.004 Loop       
