1433      0.033
1548 9      0.174       0.021 Solve Fini schedule (127825)
1418 1      0.050       0.004 Loop       
1548 3      0.152       0.021 GAMS Fini   
1424 5      0.036       0.004 Assignment dummysolar (8051)
1494 6      0.151       0.009 Equation   Objective (1)
1418 7      0.072       0.004 Loop       
1496 10      0.068       0.017 Equation   Const1 (13800)
1418 2      0.036       0.004 Loop       
1417 4      0.427       0.004 Loop       
1424 8      0.064       0.004 Assignment dummysolar (8051)
