2297      0.041
1548 8      0.518       0.021 Solve Fini schedule (127825)
1502 1      0.049       0.021 Equation   Const_chance_1 (14400)
1496 7      0.061       0.017 Equation   Const1 (13800)
1418 5      0.042       0.004 Loop       
1494 3      0.161       0.009 Equation   Objective (1)
1418 6      0.053       0.004 Loop       
1548 2      0.212       0.021 GAMS Fini   
1417 9      0.627       0.004 Loop       
1418 4      0.047       0.004 Loop       
1418 10      0.042       0.004 Loop       
