585      0.014
1420 7      0.036       0.004 Assignment minsolar (0)
1560 2      0.199       0.021 GAMS Fini   
1418 5      0.038       0.004 Loop       
1408 8      0.038       0.004 Assignment dummysolar (8074)
1494 9      0.124       0.009 Equation   Objective (1)
1502 4      0.022       0.021 Equation   Const_chance_1 (14400)
1560 3      0.749       0.021 Solve Fini schedule (127825)
1417 1      0.112       0.004 Loop       
1496 6      0.038       0.017 Equation   Const1 (13800)
1418 10      0.014       0.004 Loop       
