1433      0.036
1548 7      0.208       0.021 GAMS Fini   
1502 3      0.092       0.021 Equation   Const_chance_1 (14400)
1417 5      0.440       0.004 Loop       
1408 1      0.068       0.004 Assignment dummysolar (8062)
1494 10      0.228       0.009 Equation   Objective (1)
1418 2      0.039       0.004 Loop       
1548 4      0.536       0.021 Solve Fini schedule (127825)
1418 8      0.042       0.004 Loop       
1418 9      0.041       0.004 Loop       
1496 6      0.092       0.017 Equation   Const1 (13800)
