569      0.002
1418 5      0.002       0.004 Loop       
1496 2      0.120       0.017 Equation   Const1 (13800)
1494 4      0.059       0.009 Equation   Objective (1)
1502 7      0.106       0.021 Equation   Const_chance_1 (14400)
1548 3      0.259       0.021 Solve Fini schedule (127825)
1418 10      0.003       0.004 Loop       
1548 6      0.061       0.021 GAMS Fini   
1429 8      0.003       0.005 Assignment BigM (14400)
1418 9      0.003       0.004 Loop       
1417 1      0.033       0.004 Loop       
