2313      0.028
1559 10      0.228       0.021 Solve Fini schedule (127825)
1559 1      0.130       0.021 GAMS Fini   
1494 2      0.086       0.009 Equation   Objective (1)
1502 3      0.033       0.021 Equation   Const_chance_1 (14400)
1418 7      0.030       0.004 Loop       
1418 4      0.030       0.004 Loop       
1418 8      0.037       0.004 Loop       
1496 6      0.031       0.017 Equation   Const1 (13800)
1418 5      0.029       0.004 Loop       
1417 9      0.326       0.004 Loop       
