569      0.024
1530 6      0.025       0.006 Assignment X (14400)
1418 10      0.029       0.004 Loop       
1420 8      0.028       0.004 Assignment minsolar (12)
1548 9      0.085       0.021 GAMS Fini   
1502 4      0.072       0.021 Equation   Const_chance_1 (14400)
1548 5      0.260       0.021 Solve Fini schedule (127825)
1418 2      0.025       0.004 Loop       
1417 3      0.117       0.004 Loop       
1496 7      0.092       0.017 Equation   Const1 (13800)
1494 1      0.160       0.009 Equation   Objective (1)
