569      0.035
1417 5      0.220       0.004 Loop       
1494 1      0.174       0.009 Equation   Objective (1)
1548 3      0.217       0.021 GAMS Fini   
1418 2      0.038       0.004 Loop       
1548 7      0.536       0.021 Solve Fini schedule (127825)
1422 10      0.039       0.004 Assignment dummy (600)
1502 9      0.122       0.021 Equation   Const_chance_1 (14400)
1422 6      0.036       0.004 Assignment dummy (600)
1418 4      0.042       0.004 Loop       
1496 8      0.090       0.017 Equation   Const1 (13800)
