2097      0.012
2017 1      0.191       0.004 Loop       
2094 8      0.059       0.012 Equation   Objective (1)
2102 2      0.023       0.030 Equation   Const_chance_1 (21600)
2096 9      0.028       0.023 Equation   Const1 (20700)
2018 4      0.012       0.004 Loop       
2018 3      0.012       0.004 Loop       
2018 6      0.012       0.004 Loop       
2160 10      0.096       0.030 Solve Fini schedule (191725)
2160 5      0.045       0.030 GAMS Fini   
2018 7      0.012       0.004 Loop       
