209      0.001
408 7      0.001       0.004 Assignment dummysolar (1350)
420 5      0.001       0.004 Assignment minsolar (0)
418 9      0.001       0.004 Loop       
420 10      0.001       0.004 Assignment minsolar (12)
548 8      0.158       0.007 GAMS Fini   
417 6      0.002       0.004 Loop       
548 1      0.503       0.007 Solve Fini schedule (21325)
502 2      0.004       0.007 Equation   Const_chance_1 (2400)
494 3      0.010       0.004 Equation   Objective (1)
496 4      0.005       0.006 Equation   Const1 (2300)
