1433      0.028
1418 9      0.031       0.004 Loop       
1494 3      0.178       0.009 Equation   Objective (1)
1417 6      0.312       0.004 Loop       
1502 2      0.082       0.021 Equation   Const_chance_1 (14400)
1496 5      0.099       0.017 Equation   Const1 (13800)
1548 4      0.222       0.021 GAMS Fini   
1418 8      0.032       0.004 Loop       
1418 10      0.047       0.004 Loop       
1548 7      0.500       0.021 Solve Fini schedule (127825)
1422 1      0.042       0.004 Assignment dummy (600)
