585      0.014
1418 5      0.029       0.004 Loop       
1560 2      0.139       0.021 GAMS Fini   
1422 7      0.028       0.004 Assignment dummy (1)
1502 9      0.027       0.021 Equation   Const_chance_1 (14400)
1560 8      0.865       0.021 Solve Fini schedule (127825)
1418 1      0.026       0.004 Loop       
1417 3      0.129       0.004 Loop       
1496 4      0.056       0.017 Equation   Const1 (13800)
1494 6      0.107       0.009 Equation   Objective (1)
1424 10      0.024       0.004 Assignment dummysolar (8062)
