1449      0.007
1560 2      0.188       0.021 GAMS Fini   
1560 1      0.840       0.021 Solve Fini schedule (127825)
1418 7      0.007       0.004 Loop       
1418 5      0.007       0.004 Loop       
1494 9      0.096       0.009 Equation   Objective (1)
1502 6      0.026       0.021 Equation   Const_chance_1 (14400)
1417 10      0.113       0.004 Loop       
1418 3      0.007       0.004 Loop       
1496 4      0.030       0.017 Equation   Const1 (13800)
1530 8      0.025       0.006 Assignment X (14400)
