1433      0.040
1418 2      0.041       0.004 Loop       
1548 8      0.526       0.021 Solve Fini schedule (127825)
1418 10      0.045       0.004 Loop       
1496 5      0.062       0.017 Equation   Const1 (13800)
1494 7      0.195       0.009 Equation   Objective (1)
1418 4      0.056       0.004 Loop       
1502 6      0.127       0.021 Equation   Const_chance_1 (14400)
1417 3      0.492       0.004 Loop       
1422 9      0.041       0.004 Assignment dummy (600)
1548 1      0.211       0.021 GAMS Fini   
