3177      0.013
1418 6      0.013       0.004 Loop       
1418 7      0.014       0.004 Loop       
1560 5      0.028       0.021 GAMS Fini   
1418 3      0.014       0.004 Loop       
1494 10      0.036       0.009 Equation   Objective (1)
1417 8      0.181       0.004 Loop       
1560 4      0.070       0.021 Solve Fini schedule (127825)
1418 9      0.015       0.004 Loop       
1502 2      0.014       0.021 Equation   Const_chance_1 (14400)
1496 1      0.018       0.017 Equation   Const1 (13800)
