"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic"
600.00000,0.03000,1.00000,2.00000,0.00000,0.06376,0.06628,256.84700,259.56443,0.01047,4225.00000,4207.00000,0.46637,243.01430
600.00000,0.03000,2.00000,4.00000,0.00000,0.06376,0.06628,256.84700,259.56443,0.01047,4225.00000,2418.00000,0.00773,243.01430
600.00000,0.03000,3.00000,2.00000,0.00000,0.06376,0.06628,256.84700,259.56443,0.01047,4225.00000,4209.00000,0.54887,243.01430
600.00000,0.03000,4.00000,2.00000,0.00000,0.06493,0.06628,256.84700,259.88871,0.01170,4225.00000,4207.00000,0.53369,243.01430
600.00000,0.03000,5.00000,5.00000,0.00000,0.06513,0.06628,256.84700,259.94524,0.01192,4225.00000,2438.00000,0.01323,243.01430
600.00000,0.03000,6.00000,3.00000,0.00000,0.06678,0.06628,256.84700,260.40482,0.01366,4225.00000,4281.00000,0.00000,243.01430
