585      0.002
1417 5      0.040       0.004 Loop       
1377 7      0.003       0.004 Assignment Solar (8027)
1429 9      0.003       0.005 Assignment BigM (14400)
1496 1      0.028       0.017 Equation   Const1 (13800)
1559 4      0.190       0.021 Solve Fini schedule (127825)
1418 8      0.003       0.004 Loop       
1494 6      0.059       0.009 Equation   Objective (1)
1502 10      0.017       0.021 Equation   Const_chance_1 (14400)
1559 2      0.057       0.021 GAMS Fini   
1418 3      0.003       0.004 Loop       
