209      0.001
407 6      0.001       0.004 Assignment maxsolar (14)
418 5      0.001       0.004 Loop       
375 10      0.001       0.004 Assignment Solar (1351)
420 9      0.001       0.004 Assignment minsolar (9)
548 7      0.181       0.007 GAMS Fini   
548 8      0.475       0.007 Solve Fini schedule (21325)
502 3      0.004       0.007 Equation   Const_chance_1 (2400)
417 1      0.003       0.004 Loop       
496 2      0.006       0.006 Equation   Const1 (2300)
494 4      0.010       0.004 Equation   Objective (1)
