1433      0.036
1548 1      0.556       0.021 Solve Fini schedule (127825)
1494 5      0.261       0.009 Equation   Objective (1)
1502 2      0.039       0.021 Equation   Const_chance_1 (14400)
1418 6      0.038       0.004 Loop       
1417 8      0.508       0.004 Loop       
1548 7      0.259       0.021 GAMS Fini   
1418 9      0.088       0.004 Loop       
1496 3      0.125       0.017 Equation   Const1 (13800)
1422 4      0.055       0.004 Assignment dummy (600)
1418 10      0.036       0.004 Loop       
