3161      0.033
1418 6      0.040       0.004 Loop       
1494 10      0.159       0.009 Equation   Objective (1)
1418 5      0.039       0.004 Loop       
1496 2      0.075       0.017 Equation   Const1 (13800)
1548 4      0.188       0.021 GAMS Fini   
1548 9      0.574       0.021 Solve Fini schedule (127825)
1502 7      0.053       0.021 Equation   Const_chance_1 (14400)
1418 1      0.036       0.004 Loop       
1418 3      0.059       0.004 Loop       
1417 8      0.529       0.004 Loop       
