209      0.001
399 6      0.001       0.004 Assignment LowX (0)
424 5      0.001       0.004 Assignment dummysolar (1350)
375 9      0.001       0.004 Assignment Solar (1351)
418 10      0.001       0.004 Loop       
548 8      0.181       0.007 GAMS Fini   
548 7      0.534       0.007 Solve Fini schedule (21325)
502 3      0.004       0.007 Equation   Const_chance_1 (2400)
496 1      0.004       0.006 Equation   Const1 (2300)
494 2      0.010       0.004 Equation   Objective (1)
417 4      0.004       0.004 Loop       
