3161      0.024
1417 1      0.396       0.004 Loop       
1418 9      0.034       0.004 Loop       
1418 10      0.037       0.004 Loop       
1502 5      0.042       0.021 Equation   Const_chance_1 (14400)
1494 7      0.137       0.009 Equation   Objective (1)
1418 4      0.039       0.004 Loop       
1496 6      0.060       0.017 Equation   Const1 (13800)
1418 3      0.035       0.004 Loop       
1548 8      0.234       0.021 Solve Fini schedule (127825)
1548 2      0.212       0.021 GAMS Fini   
