569      0.003
1548 8      0.062       0.021 GAMS Fini   
1377 4      0.003       0.004 Assignment Solar (8041)
1494 9      0.058       0.009 Equation   Objective (1)
1496 1      0.141       0.017 Equation   Const1 (13800)
1418 3      0.003       0.004 Loop       
1418 10      0.003       0.004 Loop       
1429 7      0.004       0.005 Assignment BigM (14400)
1548 5      0.298       0.021 Solve Fini schedule (127825)
1502 6      0.091       0.021 Equation   Const_chance_1 (14400)
1417 2      0.033       0.004 Loop       
