"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda"
150.00000,0.01000,1.00000,10.00000,0.00000,0.00732,0.00000,-273.01153,-275.01014,0.00727,6.00000,161.00000,4.84733
150.00000,0.01000,2.00000,10.00000,0.00000,0.00045,0.00000,-273.01153,-273.13574,0.00045,6.00000,233.00000,1.99733
150.00000,0.01000,3.00000,10.00000,0.00000,0.00768,0.00000,-273.01153,-275.10704,0.00762,6.00000,147.00000,4.95692
150.00000,0.01000,4.00000,10.00000,0.00000,0.00773,0.00000,-273.01153,-275.12162,0.00767,6.00000,185.00000,4.97222
150.00000,0.01000,5.00000,10.00000,0.00000,0.00782,0.00000,-273.01153,-275.14514,0.00775,6.00000,65.00000,0.07768
150.00000,0.01000,6.00000,3.00000,2.00000,0.00000,0.00000,-273.01153,-273.01153,0.00000,6.00000,49.00000,2.79242
