1449      0.016
1560 1      0.912       0.021 Solve Fini schedule (127825)
1494 9      0.053       0.009 Equation   Objective (1)
1496 4      0.028       0.017 Equation   Const1 (13800)
1560 2      0.137       0.021 GAMS Fini   
1418 6      0.017       0.004 Loop       
1502 3      0.028       0.021 Equation   Const_chance_1 (14400)
1418 7      0.020       0.004 Loop       
1418 10      0.017       0.004 Loop       
1417 5      0.190       0.004 Loop       
1418 8      0.019       0.004 Loop       
