585      0.012
1418 7      0.013       0.004 Loop       
1377 10      0.015       0.004 Assignment Solar (8047)
1494 6      0.059       0.009 Equation   Objective (1)
1418 9      0.014       0.004 Loop       
1496 3      0.042       0.017 Equation   Const1 (13800)
1417 5      0.080       0.004 Loop       
1560 2      0.855       0.021 Solve Fini schedule (127825)
1418 4      0.014       0.004 Loop       
1502 8      0.062       0.021 Equation   Const_chance_1 (14400)
1560 1      0.199       0.021 GAMS Fini   
