585      0.012
1407 7      0.018       0.004 Assignment maxsolar (14)
1417 8      0.085       0.004 Loop       
1418 2      0.015       0.004 Loop       
1502 5      0.051       0.021 Equation   Const_chance_1 (14400)
1494 10      0.058       0.009 Equation   Objective (1)
1418 4      0.015       0.004 Loop       
1560 1      0.857       0.021 Solve Fini schedule (127825)
1560 6      0.198       0.021 GAMS Fini   
1418 3      0.014       0.004 Loop       
1496 9      0.055       0.017 Equation   Const1 (13800)
