3161      0.025
1502 7      0.127       0.021 Equation   Const_chance_1 (14400)
1548 8      0.221       0.021 GAMS Fini   
1418 2      0.037       0.004 Loop       
1418 6      0.027       0.004 Loop       
1418 1      0.030       0.004 Loop       
1494 9      0.177       0.009 Equation   Objective (1)
1548 10      0.549       0.021 Solve Fini schedule (127825)
1417 3      0.345       0.004 Loop       
1496 5      0.107       0.017 Equation   Const1 (13800)
1418 4      0.064       0.004 Loop       
