1449      0.018
1560 1      0.843       0.021 Solve Fini schedule (127825)
1418 6      0.019       0.004 Loop       
1494 7      0.058       0.009 Equation   Objective (1)
1429 3      0.022       0.005 Assignment BigM (14400)
1496 5      0.030       0.017 Equation   Const1 (13800)
1417 10      0.198       0.004 Loop       
1560 4      0.166       0.021 GAMS Fini   
1418 2      0.018       0.004 Loop       
1418 9      0.019       0.004 Loop       
1502 8      0.028       0.021 Equation   Const_chance_1 (14400)
