569      0.003
1548 10      0.045       0.021 GAMS Fini   
1429 6      0.004       0.005 Assignment BigM (14400)
1494 3      0.058       0.009 Equation   Objective (1)
1418 1      0.003       0.004 Loop       
1418 7      0.003       0.004 Loop       
1496 8      0.065       0.017 Equation   Const1 (13800)
1417 2      0.039       0.004 Loop       
1502 5      0.030       0.021 Equation   Const_chance_1 (14400)
1418 4      0.003       0.004 Loop       
1548 9      0.140       0.021 Solve Fini schedule (127825)
