1449      0.020
1560 1      0.726       0.021 Solve Fini schedule (127825)
1502 5      0.027       0.021 Equation   Const_chance_1 (14400)
1496 8      0.030       0.017 Equation   Const1 (13800)
1408 6      0.042       0.004 Assignment dummysolar (8047)
1417 4      0.231       0.004 Loop       
1494 3      0.058       0.009 Equation   Objective (1)
1418 2      0.025       0.004 Loop       
1560 9      0.198       0.021 GAMS Fini   
1418 7      0.027       0.004 Loop       
1422 10      0.021       0.004 Assignment dummy (600)
