2297      0.041
1548 5      0.242       0.021 GAMS Fini   
1418 10      0.053       0.004 Loop       
1496 1      0.067       0.017 Equation   Const1 (13800)
1408 9      0.045       0.004 Assignment dummysolar (8047)
1417 3      0.589       0.004 Loop       
1418 2      0.045       0.004 Loop       
1418 4      0.045       0.004 Loop       
1502 7      0.044       0.021 Equation   Const_chance_1 (14400)
1494 6      0.119       0.009 Equation   Objective (1)
1548 8      0.561       0.021 Solve Fini schedule (127825)
