785      0.003
2102 3      0.017       0.030 Equation   Const_chance_1 (21600)
2094 5      0.052       0.012 Equation   Objective (1)
2148 2      0.086       0.030 Solve Fini schedule (191725)
2018 6      0.003       0.004 Loop       
2017 8      0.054       0.004 Loop       
2148 1      0.040       0.030 GAMS Fini   
2029 9      0.003       0.006 Assignment BigM (21600)
2096 4      0.022       0.023 Equation   Const1 (20700)
2018 10      0.004       0.004 Loop       
2018 7      0.003       0.004 Loop       
