"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda"
100.00000,0.01000,1.00000,10.00000,0.00000,0.00709,0.00000,-268.74007,-270.64567,0.00709,1.00000,12.00000,5.11007
100.00000,0.01000,2.00000,10.00000,0.00000,0.00608,0.00000,-268.74007,-270.37339,0.00608,1.00000,17.00000,3.77674
100.00000,0.01000,3.00000,10.00000,0.00000,0.01094,0.00000,-268.74007,-271.68119,0.01094,1.00000,13.00000,5.10013
100.00000,0.01000,4.00000,10.00000,0.00000,0.00629,0.00000,-268.74007,-270.43054,0.00629,1.00000,15.00000,4.23203
100.00000,0.01000,5.00000,10.00000,0.00000,0.00589,0.00000,-268.74007,-270.32200,0.00589,1.00000,15.00000,3.68639
100.00000,0.01000,6.00000,10.00000,0.00000,0.00645,0.00000,-268.74007,-270.47380,0.00645,1.00000,13.00000,3.69625
