1433      0.035
1418 7      0.039       0.004 Loop       
1496 4      0.104       0.017 Equation   Const1 (13800)
1548 3      0.215       0.021 GAMS Fini   
1417 9      0.396       0.004 Loop       
1418 2      0.037       0.004 Loop       
1502 6      0.081       0.021 Equation   Const_chance_1 (14400)
1548 8      0.480       0.021 Solve Fini schedule (127825)
1418 10      0.069       0.004 Loop       
1494 1      0.179       0.009 Equation   Objective (1)
1422 5      0.063       0.004 Assignment dummy (600)
