2297      0.033
1548 2      0.509       0.021 Solve Fini schedule (127825)
1417 1      0.589       0.004 Loop       
1548 3      0.232       0.021 GAMS Fini   
1418 5      0.042       0.004 Loop       
1494 8      0.093       0.009 Equation   Objective (1)
1502 9      0.040       0.021 Equation   Const_chance_1 (14400)
1418 10      0.034       0.004 Loop       
1418 4      0.077       0.004 Loop       
1420 6      0.056       0.004 Assignment minsolar (0)
1496 7      0.044       0.017 Equation   Const1 (13800)
