2297      0.017
1418 7      0.025       0.004 Loop       
1502 5      0.025       0.021 Equation   Const_chance_1 (14400)
1494 3      0.059       0.009 Equation   Objective (1)
1496 6      0.031       0.017 Equation   Const1 (13800)
1548 4      0.186       0.021 Solve Fini schedule (127825)
1548 9      0.050       0.021 GAMS Fini   
1417 2      0.268       0.004 Loop       
1418 1      0.021       0.004 Loop       
1418 10      0.029       0.004 Loop       
1418 8      0.024       0.004 Loop       
