"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic"
600.00000,0.05000,1.00000,3.00000,0.00000,0.08679,0.13693,246.11285,264.71066,0.07026,4251.00000,2444.00000,8.16600,243.57159
600.00000,0.05000,2.00000,3.00000,0.00000,0.08679,0.13693,246.11285,264.71066,0.07026,4251.00000,2492.00000,0.40357,243.57159
600.00000,0.05000,3.00000,3.00000,0.00000,0.08679,0.13693,246.11285,264.71066,0.07026,4251.00000,2851.00000,3.54100,243.57159
600.00000,0.05000,4.00000,3.00000,0.00000,0.08679,0.13693,246.11285,264.71066,0.07026,4251.00000,3370.00000,2.26043,243.57159
600.00000,0.05000,5.00000,4.00000,0.00000,0.08484,0.13693,246.11285,264.23523,0.06858,4251.00000,2506.00000,0.11446,243.57159
600.00000,0.05000,6.00000,3.00000,0.00000,0.08679,0.13693,246.11285,264.71066,0.07026,4251.00000,4317.00000,0.00000,243.57159
