1433      0.035
1548 1      0.544       0.021 Solve Fini schedule (127825)
1502 3      0.053       0.021 Equation   Const_chance_1 (14400)
1417 8      0.468       0.004 Loop       
1532 10      0.039       0.008 Assignment P (14400)
1418 6      0.064       0.004 Loop       
1496 5      0.105       0.017 Equation   Const1 (13800)
1422 2      0.039       0.004 Assignment dummy (600)
1494 4      0.246       0.009 Equation   Objective (1)
1418 7      0.037       0.004 Loop       
1548 9      0.225       0.021 GAMS Fini   
