569      0.020
1418 6      0.038       0.004 Loop       
1548 10      0.055       0.021 GAMS Fini   
1496 9      0.091       0.017 Equation   Const1 (13800)
1420 3      0.031       0.004 Assignment minsolar (12)
1502 2      0.051       0.021 Equation   Const_chance_1 (14400)
1548 5      0.177       0.021 Solve Fini schedule (127825)
1424 1      0.036       0.004 Assignment dummysolar (8037)
1418 7      0.032       0.004 Loop       
1494 8      0.156       0.009 Equation   Objective (1)
1417 4      0.170       0.004 Loop       
